"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tid","Answer.completionCode","Answer.feedback","Approve","Reject"
"3VMHWJRYHUFDGGNNIDVKRSW905MFXX","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3LUY3GC63ZZYFY3K45STY7SLICF7PN","AJKA9BKC011F2","Submitted","Tue Jan 24 13:12:54 PST 2023","Tue Jan 24 13:19:58 PST 2023","Thu Jan 26 13:19:58 PST 2023","","","","424","100% (4/4)","0% (0/0)","0% (0/0)","tid_0","rw-OYAkm8Dpoqgot0dT0ICj","|"
"38Z7YZ2SB21DHAO1X76D0HD8JURIQU","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","317HQ483I7RV1X837HJYL7DZWH2NIN","A60NQZ1KE5U8T","Submitted","Wed Jan 25 04:39:29 PST 2023","Wed Jan 25 04:47:23 PST 2023","Fri Jan 27 04:47:23 PST 2023","","","","474","100% (1/1)","0% (0/0)","0% (0/0)","tid_600","rw-l4rnxGGlmW2cmllDWAZV","I just followed the clues mainly|"
"3YZ7A3YHR4SDI28ZIRCO68O4WW65SW","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3FDJT1UU747IH3SL3K8O46SQXZE5KB","ATT0YNUQ0SYVA","Submitted","Wed Jan 25 00:15:28 PST 2023","Wed Jan 25 00:23:12 PST 2023","Fri Jan 27 00:23:12 PST 2023","","","","464","100% (2/2)","0% (0/0)","0% (0/0)","tid_401","rw-yFNP0HKCeEbfcUZcNxmH","based on clues i guess|nice"
"3KVQ0UJWPWK6PJP82WMP3XRP2925WB","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3LUY3GC63ZZYFY3K45STY7SLIGA7PQ","A2ZWVX2M5VEUTU","Submitted","Wed Jan 25 09:44:26 PST 2023","Wed Jan 25 09:49:15 PST 2023","Fri Jan 27 09:49:15 PST 2023","","","","289","100% (2/2)","0% (0/0)","0% (0/0)","tid_201","rw-c4pyXv6nWkzdTFTmVq3o","I just clicked a logical answer that included a green square.|"
"3D42WVSDH7U2GLDXN9HMA63I2BGFY3","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3YMU66OBIN7PVAGXEVOIVB3NVPGGHO","A23OR0D1FCUVMM","Submitted","Tue Jan 24 15:55:34 PST 2023","Tue Jan 24 16:11:24 PST 2023","Thu Jan 26 16:11:24 PST 2023","","","","950","100% (14/14)","0% (0/0)","0% (0/0)","tid_402","rw-CAOGfQzN4c9LbkobSDXc","Honestly, I tried to place the rectangles in various places in or near the middle of the frame. I tried both horizontal and vertical rectangles but nothing worked. I never came close.|None"
"3D4BBDG7ZGVUX6WZ7MYVC6M2WXT3CA","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","37Z929RLG97IQOGJ9PZOY8PEUT4TSS","APGX2WZ59OWDN","Submitted","Tue Jan 24 12:27:47 PST 2023","Tue Jan 24 12:48:23 PST 2023","Thu Jan 26 12:48:23 PST 2023","","","","1236","100% (42/42)","0% (0/0)","0% (0/0)","tid_2","rw-4rTINk71eKCTE5zhz4wW","|"
"32TZXEA1OKJVSZ55R3EU5FVH60Y143","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3QAVNHZ3EM3Q7FMKJGB6RHLREE4ALB","A1JV64BL3WCK0G","Submitted","Wed Jan 25 06:22:51 PST 2023","Wed Jan 25 06:34:14 PST 2023","Fri Jan 27 06:34:14 PST 2023","","","","683","100% (49/49)","0% (0/0)","0% (0/0)","tid_202","rw-hrEcuji934MjEIAos7Su","|"
"3HYV4299HZVVV1MJFUZMTBUGXVY8E0","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","31N2WW6R9RP4N2D3OQTY9W21B5C3FJ","AIUKV0KVALMY6","Submitted","Tue Jan 24 17:55:32 PST 2023","Tue Jan 24 18:00:53 PST 2023","Thu Jan 26 18:00:53 PST 2023","","","","321","100% (30/30)","0% (0/0)","0% (0/0)","tid_4","rw-0H8DLGEjcM195MkW0W8F","|"
"3MZ3TAMYTKMDTB31AMVD57NDFGTIRV","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3HPZF4IVNMSY0TQHM9WNRKDBNSCYC4","A3IS28VQS5T5DE","Submitted","Tue Jan 24 13:34:03 PST 2023","Tue Jan 24 13:42:45 PST 2023","Thu Jan 26 13:42:45 PST 2023","","","","522","100% (13/13)","0% (0/0)","0% (0/0)","tid_603","rw-KC385bhUGYe1V4mxTMOs","Just tried my best to guess where they were based on the clues.|"
"3538U0YQ1ET10IG9YOOWKC75TAL3FL","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3RXPCZQMQPAERZVJC6LX3ONGE021GS","A3IJCDUFWJ9XRO","Submitted","Tue Jan 24 14:06:36 PST 2023","Tue Jan 24 14:16:44 PST 2023","Thu Jan 26 14:16:44 PST 2023","","","","608","100% (2/2)","0% (0/0)","0% (0/0)","tid_404","rw-1yAoB3r0avVqkFaIbuTs","use the green boxes as the boundary seemed to work best|Thanks for the opportunity and decent compensation, Stay Safe!"
"3LN50BUKPUAU7ZVSIXO1SSFQV2ZLPK","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","35BLDD71I6WU4S6M9CTBVJA2EUPZVQ","A2LEY4X3LD8G26","Submitted","Tue Jan 24 16:33:44 PST 2023","Tue Jan 24 16:46:41 PST 2023","Thu Jan 26 16:46:41 PST 2023","","","","777","100% (34/34)","0% (0/0)","0% (0/0)","tid_604","rw-LDCVu2d1oQmgUZJU8hHl","I just tried to make it as big as possible which also included all the clues.|None"
"3UUIU9GZC44EX2LE7RHEGDKQYFK5TL","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3C8HJ7UOP7TBE5CDVKSK8NRPN2WMZH","A1WGEJVGY3DI13","Submitted","Tue Jan 24 19:14:46 PST 2023","Tue Jan 24 19:23:28 PST 2023","Thu Jan 26 19:23:28 PST 2023","","","","522","100% (4/4)","0% (0/0)","0% (0/0)","tid_5","rw-N7kpSr8FU4H3HRzFsYmQ","|"
"3E9VAUV7BVD7KUWPCTVUW5SR5V3AYL","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3WS1NTTKEYB86AE653BF7Y4U8WX0FW","A13QNZQ6JAI4YJ","Submitted","Wed Jan 25 03:27:03 PST 2023","Wed Jan 25 03:42:23 PST 2023","Fri Jan 27 03:42:23 PST 2023","","","","920","100% (3/3)","0% (0/0)","0% (0/0)","tid_406","rw-yVN6Zy2s4GA9jQr3KQgb","I used the green markers as the edge of the rectangle.  |"
"3P520RYKCG5TXF037W7OL96SHTR5UC","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3LEIZ60CDJYW7LTJ6BOF31L5N4X9ZF","A1XCZSIB9QLS14","Submitted","Tue Jan 24 21:55:24 PST 2023","Tue Jan 24 22:14:15 PST 2023","Thu Jan 26 22:14:15 PST 2023","","","","1131","100% (2/2)","0% (0/0)","0% (0/0)","tid_606","rw-QBoZNrJdGBqFEbYKhYTg","|"
"31MCUE39BJL7EIC498UE2X7HUPL3GK","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:26 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:26 PST 2023","","","3MD9PLUKKIDHWNXD7L7KL2GPSQPNZX","A18W4LA9HEQ0W6","Submitted","Tue Jan 24 13:06:20 PST 2023","Tue Jan 24 13:13:29 PST 2023","Thu Jan 26 13:13:29 PST 2023","","","","429","100% (2/2)","0% (0/0)","0% (0/0)","tid_206","rw-9xnn6PU6sOz1yVHnmcxk","I has no strategy, there was so little info available for 1000's of possible correct answer.  My guesses were stabs in the dark.|"
"38VTL6WC49CAEOK8HX4DOUC5DH25YA","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Tue Jan 24 12:27:25 PST 2023","1","BatchId:4995299;OriginalHitTemplateId:928390828;","7200","172800","Sun Jan 29 12:27:25 PST 2023","","","3R3YRB5GRF2TQ59ESU37I4HAR2GAUI","A2DN53DIE3049T","Submitted","Tue Jan 24 17:25:47 PST 2023","Tue Jan 24 17:30:34 PST 2023","Thu Jan 26 17:30:34 PST 2023","","","","287","100% (3/3)","0% (0/0)","0% (0/0)","tid_407","rw-JfCFLmOqDiKYHb2fnYmU","I was guessing. I don't really have a strategy|None"
